ツモ,対応地形数,使用ミノ,未使用ミノ,テト譜
JTOOJIZ,8,TIJJZO;TIJZOO;TIJJOO;TJJZOO,O;J;Z;I,v115@9gD8zhRpC8BtywRpE8i0RpD8Btwwg0RpJeAgWGAvfj?xCP+AAA;v115@9gD8zhRpC8Bti0RpE8ywRpD8Btwwg0RpJeAgWGAvuz?PCP+AAA;v115@9gD8zhRpC8ywBtRpE8Rpi0D8wwRpBtg0JeAgWGAvfj?xCP+AAA;v115@9gD8zhh0C8BtRph0wwE8Rpg0xwD8Bti0wwJeAgWGAq?+aFDK+AAA;v115@9gD8RpzhC8l0wwE8g0RpxwD8Tpg0wwJeAgWGA0vaPC?P+AAA;v115@9gD8wwg0BtRpC8xwi0RpE8Rpi0D8wwRpBtg0JeAgWG?Av/dgCqXBAA;v115@9gD8wwRpi0C8xwzhg0E8i0RpD8wwRpg0RpJeAgWGAv?/NMCKHBAA;v115@9gD8wwg0zhC8xwi0RpE8Rpg0RpD8wwRpi0JeAgWGAK?3KxCK+AAA
OJTZJOL,12,TLJJZO;TLJJOO;TLJZOO;TJJZOO;LJJZOO,O;Z;J;L;T,v115@9gD8wwi0RpC8ywglg0RpE8i0RpD8ilg0RpJeAgWGAv?vKxCs/AAA;v115@9gD8ywi0C8Btwwilg0E8i0RpD8Btglg0RpJeAgWGAv?fjWCqOBAA;v115@9gD8wwilRpC8xwglBtRpE8Rpi0D8wwRpBtg0JeAgWG?AvfjxCvCBAA;v115@9gD8wwh0AtRpC8xwg0BtRpE8i0RpD8wwg0Atg0RpJe?AgWGAvfjxCKHBAA;v115@9gD8wwRph0AtC8xwRpg0BtE8Rpi0D8wwRpg0Atg0Je?AgWGAvfzPCUHBAA;v115@9gD8i0ilC8ywg0glAtg0E8RpBtg0D8wwRpAth0JeAg?WGAvfjxCs/AAA;v115@9gD8wwg0BtRpC8xwi0RpE8Rpi0D8wwRpBtg0JeAgWG?Av/dgCqXBAA;v115@9gD8wwilRpC8xwglAtg0RpE8Btg0RpD8wwAth0RpJe?AgWGAvfjxCvCBAA;v115@9gD8wwRpi0C8xwRpBtg0E8Rpg0BtD8wwRpi0JeAgWG?AKnjxCv/AAA;v115@9gD8wwRpilC8xwRpglAtg0E8RpBtg0D8wwRpAth0Je?AgWGAvfjxCvCBAA;v115@9gD8i0ilC8ywAtRpg0E8BtRpg0D8wwAtg0glh0JeAg?WGAKnjxCs/AAA;v115@9gD8ilAtRpC8i0BtRpE8i0RpD8glg0Atg0RpJeAgWG?AvfzPCvCBAA
OJTZJLO,17,TLJJZO;TLJZOO;TLJJOO;TJJZOO,O;J;Z;L,v115@9gD8ywi0C8Btwwilg0E8i0RpD8Btglg0RpJeAgWGAv?fjWCqOBAA;v115@9gD8wwilRpC8xwglBtRpE8Rpi0D8wwRpBtg0JeAgWG?AvfjxCvCBAA;v115@9gD8i0glRpC8ywg0glRpE8Rpi0D8wwRphlg0JeAgWG?Av/DxCv/AAA;v115@9gD8wwh0AtRpC8xwg0BtRpE8i0RpD8wwg0Atg0RpJe?AgWGAvfjxCKHBAA;v115@9gD8wwRph0AtC8xwRpg0BtE8Rpi0D8wwRpg0Atg0Je?AgWGAvfzPCUHBAA;v115@9gD8i0ilC8ywg0glAtg0E8RpBtg0D8wwRpAth0JeAg?WGAvfjxCs/AAA;v115@9gD8i0RpglC8ywg0ilE8Rpi0D8wwTpg0JeAgWGAv/V?WCKHBAA;v115@9gD8wwilRpC8xwglAtg0RpE8Btg0RpD8wwAth0RpJe?AgWGAvfjxCvCBAA;v115@9gD8wwRpi0C8xwRpBtg0E8Rpg0BtD8wwRpi0JeAgWG?AKnjxCv/AAA;v115@9gD8wwRpilC8xwRpglAtg0E8RpBtg0D8wwRpAth0Je?AgWGAvfjxCvCBAA;v115@9gD8TphlC8i0RpwwglE8h0ywD8Rpi0glJeAgWGAq+a?PCMHBAA;v115@9gD8i0ilC8ywAtglRpE8Btg0RpD8wwAtj0JeAgWGAK?njxCs/AAA;v115@9gD8Rpgli0C8i0ywg0E8g0glwwRpD8RphlRpJeAgWG?AvuPPCMHBAA;v115@9gD8i0ilC8ywAtRpg0E8BtRpg0D8wwAtg0glh0JeAg?WGAKnjxCs/AAA;v115@9gD8i0glRpC8ywAtglRpE8Bti0D8wwAtg0hlg0JeAg?WGAKnjWC0/AAA;v115@9gD8Rph0hlC8j0BtglE8h0wwBtD8RpywglJeAgWGA0?fzPCMHBAA;v115@9gD8RpglywC8i0Btwwg0E8g0glBtg0D8Rphlh0JeAg?WGAquzPCMHBAA
TJOOTLJ,20,TTJJOO;TTLJOO;TTLJJO;TLJJOO,L;J;O;T,v115@9gD8wwi0RpC8ywglg0RpE8i0RpD8ilg0RpJeAgWGAv?vKxCs/AAA;v115@9gD8wwhli0C8ywgli0E8wwglg0RpD8ywg0RpJeAgWG?Avu/wCs/AAA;v115@9gD8i0glRpC8ywg0glRpE8Rpi0D8wwRphlg0JeAgWG?Av/DxCv/AAA;v115@9gD8wwh0glRpC8xwg0wwglRpE8xwi0D8wwg0wwhlg0?JeAgWGAqOExCKHBAA;v115@9gD8ilwwRpC8i0xwRpE8g0xwRpD8glywRpJeAgWGAv?+KxCqCBAA;v115@9gD8i0ilC8ywg0glRpE8Rpg0RpD8wwRpi0JeAgWGAK?3KxCs/AAA;v115@9gD8wwh0ilC8xwg0wwglRpE8xwg0RpD8wwg0wwi0Je?AgWGAKHWxCqCBAA;v115@9gD8RpilwwC8i0RpxwE8g0RpxwD8RpglywJeAgWGAU?HmPCvCBAA;v115@9gD8wwilh0C8xwglRpg0wwE8g0RpxwD8wwj0wwJeAg?WGAKHmPC0CBAA;v115@9gD8Rpwwi0C8i0xwRpE8g0xwRpD8Rpywg0JeAgWGAU?HmPCv/AAA;v115@9gD8ilwwRpC8i0xwRpE8ywRpD8glg0xwRpJeAgWGAv?OmPCvCBAA;v115@9gD8g0ywRpC8i0xwRpE8g0xwRpD8i0wwRpJeAgWGAv?/dgC0/AAA;v115@9gD8zwRpC8xwilRpE8i0RpD8wwglwwg0RpJeAgWGAv?/VWCvOBAA;v115@9gD8wwRpywC8xwRpilE8Rpi0D8wwRpglwwg0JeAgWG?Av/DxCvOBAA;v115@9gD8wwilRpC80wRpE8i0RpD8wwglwwg0RpJeAgWGAv?/VxCvCBAA;v115@9gD8wwRpilC8xwRpi0E8RpywD8wwRpglwwg0JeAgWG?Avu/wCvCBAA;v115@9gD8wwhli0C8ywgli0E8wwglRpg0D8ywRpg0JeAgWG?Avu/wCs/AAA;v115@9gD8wwRpilC8xwRpywE8Rpi0D8wwRpglwwg0JeAgWG?Av/VxCvCBAA;v115@9gD8wwilRpC8xwi0RpE8ywRpD8wwglwwg0RpJeAgWG?AvOmPCvCBAA;v115@9gD8wwi0RpC8xwilRpE8ywRpD8wwglwwg0RpJeAgWG?AvOWWCv/AAA
TJOOTJL,21,TTJJOO;TTLJOO;TTLJJO;TLJJOO,L;J;O;T,v115@9gD8wwi0RpC8ywglg0RpE8i0RpD8ilg0RpJeAgWGAv?vKxCs/AAA;v115@9gD8wwhli0C8ywgli0E8wwglg0RpD8ywg0RpJeAgWG?Avu/wCs/AAA;v115@9gD8ilwwRpC8i0xwRpE8g0xwRpD8glywRpJeAgWGAv?+KxCqCBAA;v115@9gD8i0ilC8ywg0glRpE8Rpg0RpD8wwRpi0JeAgWGAK?3KxCs/AAA;v115@9gD8wwh0ilC8xwg0wwglRpE8xwg0RpD8wwg0wwi0Je?AgWGAKHWxCqCBAA;v115@9gD8RpilwwC8i0RpxwE8g0RpxwD8RpglywJeAgWGAU?HmPCvCBAA;v115@9gD8wwilh0C8xwglRpg0wwE8g0RpxwD8wwj0wwJeAg?WGAKHmPC0CBAA;v115@9gD8Rpwwi0C8i0xwRpE8g0xwRpD8Rpywg0JeAgWGAU?HmPCv/AAA;v115@9gD8ilwwRpC8i0xwRpE8ywRpD8glg0xwRpJeAgWGAv?OmPCvCBAA;v115@9gD8g0ywRpC8i0xwRpE8g0xwRpD8i0wwRpJeAgWGAv?/dgC0/AAA;v115@9gD8wwg0hlRpC8ywh0RpE8h0glRpD8i0glRpJeAgWG?AvvKxCqCBAA;v115@9gD8wwilRpC80wRpE8i0RpD8wwglwwg0RpJeAgWGAv?/VxCvCBAA;v115@9gD8wwRpilC8xwRpi0E8RpywD8wwRpglwwg0JeAgWG?Avu/wCvCBAA;v115@9gD8i0ilC8ywg0ywE8Rpi0D8wwRpglwwg0JeAgWGAv?/VxCqCBAA;v115@9gD8wwRpilC8xwRpywE8Rpi0D8wwRpglwwg0JeAgWG?Av/VxCvCBAA;v115@9gD8ili0C8i0ywg0E8g0xwRpD8glywRpJeAgWGAvOm?PCqCBAA;v115@9gD8wwilRpC8xwi0RpE8ywRpD8wwglwwg0RpJeAgWG?AvOmPCvCBAA;v115@9gD8wwh0ilC8xwg0wwRpg0E8xwRpg0D8wwg0wwglh0?JeAgWGAKHWxCqCBAA;v115@9gD8ili0C8i0ywg0E8ywRpD8glg0xwRpJeAgWGAvOm?PCqCBAA;v115@9gD8i0ilC8ywj0E8RpywD8wwRpglwwg0JeAgWGAvu/?wCqCBAA;v115@9gD8i0ilC8ywg0Rpg0E8Tpg0D8wwRpglh0JeAgWGAv?vKxCqCBAA
OJTJZLO,10,TLJJZO;TLJJOO;TLJZOO;TJJZOO,O;Z;J;L,v115@9gD8ywi0C8Btwwilg0E8i0RpD8Btglg0RpJeAgWGAv?fjWCqOBAA;v115@9gD8wwilRpC8xwglBtRpE8Rpi0D8wwRpBtg0JeAgWG?AvfjxCvCBAA;v115@9gD8i0glRpC8ywg0glRpE8Rpi0D8wwRphlg0JeAgWG?Av/DxCv/AAA;v115@9gD8wwh0AtRpC8xwg0BtRpE8i0RpD8wwg0Atg0RpJe?AgWGAvfjxCKHBAA;v115@9gD8wwRph0AtC8xwRpg0BtE8Rpi0D8wwRpg0Atg0Je?AgWGAvfzPCUHBAA;v115@9gD8i0ilC8ywg0glAtg0E8RpBtg0D8wwRpAth0JeAg?WGAvfjxCs/AAA;v115@9gD8i0RpglC8ywg0ilE8Rpi0D8wwTpg0JeAgWGAv/V?WCKHBAA;v115@9gD8TphlC8i0RpwwglE8h0ywD8Rpi0glJeAgWGAq+a?PCMHBAA;v115@9gD8Rpgli0C8i0ywg0E8g0glwwRpD8RphlRpJeAgWG?AvuPPCMHBAA;v115@9gD8Rph0hlC8j0BtglE8h0wwBtD8RpywglJeAgWGA0?fzPCMHBAA
JTOJOIZ,7,TIJJZO;TIJZOO;TIJJOO;TJJZOO,O;J;Z;I,v115@9gD8zhRpC8BtywRpE8i0RpD8Btwwg0RpJeAgWGAvfj?xCP+AAA;v115@9gD8zhRpC8Bti0RpE8ywRpD8Btwwg0RpJeAgWGAvuz?PCP+AAA;v115@9gD8zhRpC8ywBtRpE8Rpi0D8wwRpBtg0JeAgWGAvfj?xCP+AAA;v115@9gD8zhh0C8BtRph0wwE8Rpg0xwD8Bti0wwJeAgWGAq?+aFDK+AAA;v115@9gD8RpzhC8l0wwE8g0RpxwD8Tpg0wwJeAgWGA0vaPC?P+AAA;v115@9gD8wwg0BtRpC8xwi0RpE8Rpi0D8wwRpBtg0JeAgWG?Av/dgCqXBAA;v115@9gD8wwRpi0C8xwzhg0E8i0RpD8wwRpg0RpJeAgWGAv?/NMCKHBAA
TJOTOJL,20,TTJJOO;TTLJOO;TTLJJO;TLJJOO,L;J;O;T,v115@9gD8wwi0RpC8ywglg0RpE8i0RpD8ilg0RpJeAgWGAv?vKxCs/AAA;v115@9gD8wwhli0C8ywgli0E8wwglg0RpD8ywg0RpJeAgWG?Avu/wCs/AAA;v115@9gD8ilwwRpC8i0xwRpE8g0xwRpD8glywRpJeAgWGAv?+KxCqCBAA;v115@9gD8wwh0ilC8xwg0wwglRpE8xwg0RpD8wwg0wwi0Je?AgWGAKHWxCqCBAA;v115@9gD8RpilwwC8i0RpxwE8g0RpxwD8RpglywJeAgWGAU?HmPCvCBAA;v115@9gD8wwilh0C8xwglRpg0wwE8g0RpxwD8wwj0wwJeAg?WGAKHmPC0CBAA;v115@9gD8Rpwwi0C8i0xwRpE8g0xwRpD8Rpywg0JeAgWGAU?HmPCv/AAA;v115@9gD8ilwwRpC8i0xwRpE8ywRpD8glg0xwRpJeAgWGAv?OmPCvCBAA;v115@9gD8wwi0hlC8xwRpg0wwglE8i0xwD8wwRpg0wwglJe?AgWGA0/DxCv/AAA;v115@9gD8g0ywRpC8i0xwRpE8g0xwRpD8i0wwRpJeAgWGAv?/dgC0/AAA;v115@9gD8wwg0hlRpC8ywh0RpE8h0glRpD8i0glRpJeAgWG?AvvKxCqCBAA;v115@9gD8wwilRpC80wRpE8i0RpD8wwglwwg0RpJeAgWGAv?/VxCvCBAA;v115@9gD8wwRpilC8xwRpi0E8RpywD8wwRpglwwg0JeAgWG?Avu/wCvCBAA;v115@9gD8i0ilC8ywg0ywE8Rpi0D8wwRpglwwg0JeAgWGAv?/VxCqCBAA;v115@9gD8wwRpilC8xwRpywE8Rpi0D8wwRpglwwg0JeAgWG?Av/VxCvCBAA;v115@9gD8ili0C8i0ywg0E8g0xwRpD8glywRpJeAgWGAvOm?PCqCBAA;v115@9gD8wwilRpC8xwi0RpE8ywRpD8wwglwwg0RpJeAgWG?AvOmPCvCBAA;v115@9gD8wwh0ilC8xwg0wwRpg0E8xwRpg0D8wwg0wwglh0?JeAgWGAKHWxCqCBAA;v115@9gD8ili0C8i0ywg0E8ywRpD8glg0xwRpJeAgWGAvOm?PCqCBAA;v115@9gD8i0ilC8ywj0E8RpywD8wwRpglwwg0JeAgWGAvu/?wCqCBAA
TOJTLZO,8,TTLJOO;TTLJZO;TLJZOO,Z;O;T,v115@9gD8ywilC8BtxwglRpE8xwg0RpD8Btwwi0JeAgWGAK?HmFDsOBAA;v115@9gD8ywglRpC8BtxwglRpE8xwi0D8Btwwhlg0JeAgWG?AqujWCvOBAA;v115@9gD8wwilRpC8xwglBtRpE8Rpi0D8wwRpBtg0JeAgWG?AvfjxCvCBAA;v115@9gD8RpywglC8i0wwilE8g0xwRpD8RpxwRpJeAgWGAv?OUPCvOBAA;v115@9gD8BtRphlC8ywRpwwglE8i0xwD8wwBtg0wwglJeAg?WGA0/DxCvXBAA;v115@9gD8RpilwwC8i0RpxwE8g0RpxwD8RpglywJeAgWGAU?HmPCvCBAA;v115@9gD8RpBthlC8i0wwBtglE8g0ywglD8RpzwJeAgWGA0?/lFDMHBAA;v115@9gD8RpBthlC8i0zwE8g0ywglD8RpwwBtglJeAgWGA0?/VWCaHBAA
JTOJIOZ,10,TIJJZO;TIJZOO;TIJJOO;TJJZOO,O;J;Z;I,v115@9gD8zhRpC8BtywRpE8i0RpD8Btwwg0RpJeAgWGAvfj?xCP+AAA;v115@9gD8zhRpC8Bti0RpE8ywRpD8Btwwg0RpJeAgWGAvuz?PCP+AAA;v115@9gD8zhRpC8ywBtRpE8Rpi0D8wwRpBtg0JeAgWGAvfj?xCP+AAA;v115@9gD8zhh0C8BtRph0wwE8Rpg0xwD8Bti0wwJeAgWGAq?+aFDK+AAA;v115@9gD8RpzhC8l0wwE8g0RpxwD8Tpg0wwJeAgWGA0vaPC?P+AAA;v115@9gD8wwg0BtRpC8xwi0RpE8Rpi0D8wwRpBtg0JeAgWG?Av/dgCqXBAA;v115@9gD8wwRpi0C8xwzhg0E8i0RpD8wwRpg0RpJeAgWGAv?/NMCKHBAA;v115@9gD8wwRph0whC8xwRph0whE8Rph0whD8wwRph0whJe?AgWGAvPNPCUHBAA;v115@9gD8wwRpwhh0C8xwRpwhh0E8Rpwhh0D8wwRpwhh0Je?AgWGAvPNPCUHBAA;v115@9gD8wwTpwhC8xwTpwhE8j0whD8wwj0whJeAgWGAKn3?LCUHBAA
TJOTJOL,22,TTJJOO;TTLJOO;TTLJJO;TLJJOO,L;J;O;T,v115@9gD8wwi0RpC8ywglg0RpE8i0RpD8ilg0RpJeAgWGAv?vKxCs/AAA;v115@9gD8wwhli0C8ywgli0E8wwglg0RpD8ywg0RpJeAgWG?Avu/wCs/AAA;v115@9gD8ilwwRpC8i0xwRpE8g0xwRpD8glywRpJeAgWGAv?+KxCqCBAA;v115@9gD8wwh0ilC8xwg0wwglRpE8xwg0RpD8wwg0wwi0Je?AgWGAKHWxCqCBAA;v115@9gD8RpilwwC8i0RpxwE8g0RpxwD8RpglywJeAgWGAU?HmPCvCBAA;v115@9gD8wwilh0C8xwglRpg0wwE8g0RpxwD8wwj0wwJeAg?WGAKHmPC0CBAA;v115@9gD8Rpwwi0C8i0xwRpE8g0xwRpD8Rpywg0JeAgWGAU?HmPCv/AAA;v115@9gD8ilwwRpC8i0xwRpE8ywRpD8glg0xwRpJeAgWGAv?OmPCvCBAA;v115@9gD8wwi0hlC8xwRpg0wwglE8i0xwD8wwRpg0wwglJe?AgWGA0/DxCv/AAA;v115@9gD8Rpg0ywC8l0wwE8g0RpxwD8TpxwJeAgWGAvuPPC?vOBAA;v115@9gD8wwhlRpg0C8ywglRpg0E8wwgli0D8ywi0JeAgWG?AquHgC0CBAA;v115@9gD8g0ywRpC8i0xwRpE8g0xwRpD8i0wwRpJeAgWGAv?/dgC0/AAA;v115@9gD8wwilRpC80wRpE8i0RpD8wwglwwg0RpJeAgWGAv?/VxCvCBAA;v115@9gD8wwRpilC8xwRpi0E8RpywD8wwRpglwwg0JeAgWG?Avu/wCvCBAA;v115@9gD8i0ilC8ywg0ywE8Rpi0D8wwRpglwwg0JeAgWGAv?/VxCqCBAA;v115@9gD8wwRpilC8xwRpywE8Rpi0D8wwRpglwwg0JeAgWG?Av/VxCvCBAA;v115@9gD8ili0C8i0ywg0E8g0xwRpD8glywRpJeAgWGAvOm?PCqCBAA;v115@9gD8wwilRpC8xwi0RpE8ywRpD8wwglwwg0RpJeAgWG?AvOmPCvCBAA;v115@9gD8wwi0RpC8ywh0RpE8wwi0glD8ywilJeAgWGA0/V?WCKHBAA;v115@9gD8wwh0ilC8xwg0wwRpg0E8xwRpg0D8wwg0wwglh0?JeAgWGAKHWxCqCBAA;v115@9gD8ili0C8i0ywg0E8ywRpD8glg0xwRpJeAgWGAvOm?PCqCBAA;v115@9gD8i0ilC8ywj0E8RpywD8wwRpglwwg0JeAgWGAvu/?wCqCBAA
JTOJIZO,8,TIJJZO;TIJJOO;TIJZOO,O;Z;J,v115@9gD8zhRpC8ywBtRpE8Rpi0D8wwRpBtg0JeAgWGAvfj?xCP+AAA;v115@9gD8zhh0C8BtRph0wwE8Rpg0xwD8Bti0wwJeAgWGAq?+aFDK+AAA;v115@9gD8wwzhAtC8xwi0BtE8Rpi0D8wwRpg0Atg0JeAgWG?AvfjxCK+AAA;v115@9gD8RpzhC8l0wwE8g0RpxwD8Tpg0wwJeAgWGA0vaPC?P+AAA;v115@9gD8wwRpi0C8xwzhg0E8i0RpD8wwRpg0RpJeAgWGAv?/NMCKHBAA;v115@9gD8wwRph0whC8xwRph0whE8Rph0whD8wwRph0whJe?AgWGAvPNPCUHBAA;v115@9gD8wwRpwhh0C8xwRpwhh0E8Rpwhh0D8wwRpwhh0Je?AgWGAvPNPCUHBAA;v115@9gD8wwTpwhC8xwTpwhE8j0whD8wwj0whJeAgWGAKn3?LCUHBAA
TJOTJLO,32,TTJJOO;TTLJOO;TTLJJO;TLJJOO,L;J;O;T,v115@9gD8wwhli0C8ywgli0E8wwglg0RpD8ywg0RpJeAgWG?Avu/wCs/AAA;v115@9gD8i0glRpC8ywg0glRpE8Rpi0D8wwRphlg0JeAgWG?Av/DxCv/AAA;v115@9gD8wwh0glRpC8xwg0wwglRpE8xwi0D8wwg0wwhlg0?JeAgWGAqOExCKHBAA;v115@9gD8wwh0ilC8xwg0wwglRpE8xwg0RpD8wwg0wwi0Je?AgWGAKHWxCqCBAA;v115@9gD8RpilwwC8i0RpxwE8g0RpxwD8RpglywJeAgWGAU?HmPCvCBAA;v115@9gD8wwilh0C8xwglRpg0wwE8g0RpxwD8wwj0wwJeAg?WGAKHmPC0CBAA;v115@9gD8Rpwwi0C8i0xwRpE8g0xwRpD8Rpywg0JeAgWGAU?HmPCv/AAA;v115@9gD8wwi0hlC8xwRpg0wwglE8i0xwD8wwRpg0wwglJe?AgWGA0/DxCv/AAA;v115@9gD8Rpg0ywC8l0wwE8g0RpxwD8TpxwJeAgWGAvuPPC?vOBAA;v115@9gD8wwhlRpg0C8ywglRpg0E8wwgli0D8ywi0JeAgWG?AquHgC0CBAA;v115@9gD8ywi0C8ywilg0E8i0RpD8xwglg0RpJeAgWGAv/D?xCqOBAA;v115@9gD8i0RpglC8ywg0ilE8Rpi0D8wwTpg0JeAgWGAv/V?WCKHBAA;v115@9gD8i0ywC8ywg0ilE8Rpi0D8wwRpglwwg0JeAgWGAv?/DxCqOBAA;v115@9gD8wwhli0C8ywgli0E8wwglRpg0D8ywRpg0JeAgWG?Avu/wCs/AAA;v115@9gD8i0ilC8ywg0ywE8Rpi0D8wwRpglwwg0JeAgWGAv?/VxCqCBAA;v115@9gD8ili0C8i0ywg0E8g0xwRpD8glywRpJeAgWGAvOm?PCqCBAA;v115@9gD8wwhli0C8ywglRpg0E8wwgli0D8ywRpg0JeAgWG?A0/VWCv/AAA;v115@9gD8wwglRph0C8xwglRpg0wwE8i0xwD8wwhlh0wwJe?AgWGA0f/wCMHBAA;v115@9gD8wwi0RpC8ywh0RpE8wwi0glD8ywilJeAgWGA0/V?WCKHBAA;v115@9gD8TphlC8i0RpwwglE8h0ywD8Rpi0glJeAgWGAq+a?PCMHBAA;v115@9gD8l0C8ywg0ilE8RpywD8wwRpglwwg0JeAgWGAvOE?xCq/AAA;v115@9gD8wwh0ilC8xwg0wwRpg0E8xwRpg0D8wwg0wwglh0?JeAgWGAKHWxCqCBAA;v115@9gD8Rpgli0C8i0ywg0E8g0glwwRpD8RphlRpJeAgWG?AvuPPCMHBAA;v115@9gD8wwhlg0RpC8ywgli0E8wwglg0RpD8ywi0JeAgWG?Aqu/wCMHBAA;v115@9gD8wwh0RpglC8xwg0wwilE8xwi0D8wwg0wwRpg0Je?AgWGAqOmPCMHBAA;v115@9gD8ili0C8i0ywg0E8ywRpD8glg0xwRpJeAgWGAvOm?PCqCBAA;v115@9gD8i0ilC8ywj0E8RpywD8wwRpglwwg0JeAgWGAvu/?wCqCBAA;v115@9gD8wwRpglh0C8xwilg0wwE8i0xwD8wwRph0wwJeAg?WGA0f/wCMHBAA;v115@9gD8Rph0hlC8j0xwglE8g0zwD8Rpg0xwglJeAgWGA0?/lPCMHBAA;v115@9gD8Rph0hlC8j0ywE8h0xwglD8RpywglJeAgWGA0/l?PCMHBAA;v115@9gD8Rphlh0C8i0wwglg0wwE8g0zwD8Rpwwglg0wwJe?AgWGA0/lPCMHBAA;v115@9gD8wwi0hlC8ywRph0E8wwRpg0glD8ywh0glJeAgWG?A0/dgCs/AAA
JTOIJSO,10,TIJJSO;TJJSOO;TIJJOO,O;I;S,v115@9gD8R4h0RpC8R4h0wwRpE8g0xwRpD8i0wwRpJeAgWG?AvuPPCPNBAA;v115@9gD8R4Rph0C8R4g0Rpg0wwE8g0RpxwD8h0Rpg0wwJe?AgWGAvuPPCPNBAA;v115@9gD8R4zhC8R4j0wwE8g0RpxwD8h0Rpg0wwJeAgWGAv?uPPCT+AAA;v115@9gD8wwg0zhC8xwi0R4E8Rpi0D8wwRpR4g0JeAgWGAv?vTxCK+AAA;v115@9gD8RpzhC8l0wwE8g0RpxwD8Tpg0wwJeAgWGA0vaPC?P+AAA;v115@9gD8wwRpi0C8xwzhg0E8i0RpD8wwRpg0RpJeAgWGAv?/NMCKHBAA;v115@9gD8wwRph0whC8xwRph0whE8Rph0whD8wwRph0whJe?AgWGAvPNPCUHBAA;v115@9gD8wwRpwhh0C8xwRpwhh0E8Rpwhh0D8wwRpwhh0Je?AgWGAvPNPCUHBAA;v115@9gD8Rpi0wwC8i0zhE8g0RpxwD8Tpg0wwJeAgWGAKX9?wCv/AAA;v115@9gD8wwTpwhC8xwTpwhE8j0whD8wwj0whJeAgWGAKn3?LCUHBAA
TOJTLOZ,17,TTLJOO;TTLJZO;TLJZOO,Z;O;T,v115@9gD8ywilC8BtxwglRpE8xwg0RpD8Btwwi0JeAgWGAK?HmFDsOBAA;v115@9gD8ywglRpC8BtxwglRpE8xwi0D8Btwwhlg0JeAgWG?AqujWCvOBAA;v115@9gD8wwilRpC8xwglBtRpE8Rpi0D8wwRpBtg0JeAgWG?AvfjxCvCBAA;v115@9gD8ilwwRpC8i0xwRpE8g0xwRpD8glywRpJeAgWGAv?+KxCqCBAA;v115@9gD8RpywglC8i0wwilE8g0xwRpD8RpxwRpJeAgWGAv?OUPCvOBAA;v115@9gD8BtRphlC8ywRpwwglE8i0xwD8wwBtg0wwglJeAg?WGA0/DxCvXBAA;v115@9gD8RpilwwC8i0RpxwE8g0RpxwD8RpglywJeAgWGAU?HmPCvCBAA;v115@9gD8ilwwRpC8i0xwRpE8ywRpD8glg0xwRpJeAgWGAv?OmPCvCBAA;v115@9gD8zwRpC8xwilRpE8i0RpD8wwglwwg0RpJeAgWGAv?/VWCvOBAA;v115@9gD8wwRpywC8xwRpilE8Rpi0D8wwRpglwwg0JeAgWG?Av/DxCvOBAA;v115@9gD8wwilRpC80wRpE8i0RpD8wwglwwg0RpJeAgWGAv?/VxCvCBAA;v115@9gD8wwRpilC8xwRpi0E8RpywD8wwRpglwwg0JeAgWG?Avu/wCvCBAA;v115@9gD8wwRpilC8xwRpywE8Rpi0D8wwRpglwwg0JeAgWG?Av/VxCvCBAA;v115@9gD8wwilRpC8xwi0RpE8ywRpD8wwglwwg0RpJeAgWG?AvOmPCvCBAA;v115@9gD8wwi0RpC8xwilRpE8ywRpD8wwglwwg0RpJeAgWG?AvOWWCv/AAA;v115@9gD8wwRpi0C8xwRpilE8RpywD8wwRpglwwg0JeAgWG?AvOExCv/AAA;v115@9gD8RpBthlC8i0zwE8g0ywglD8RpwwBtglJeAgWGA0?/VWCaHBAA
