ツモ,対応地形数,使用ミノ,未使用ミノ,テト譜
OJTOSZL,7,TJSZOO;TLJSOO;TLSZOO,L;Z;J,v115@9gD8R4RphlC8R4g0RpwwglE8g0RpxwD8h0RpwwglJe?AgWGAvu/VCPNBAA;v115@9gD8R4hlRpC8R4g0wwglRpE8g0xwRpD8h0wwglRpJe?AgWGAv/VWCPNBAA;v115@9gD8wwR4AtRpC8ywBtRpE8i0RpD8R4Atg0RpJeAgWG?AvfrgCUNBAA;v115@9gD8wwilRpC8xwglR4RpE8i0RpD8wwR4g0RpJeAgWG?AvvTxCvCBAA;v115@9gD8wwRpilC8xwRpglR4E8Rpi0D8wwRpR4g0JeAgWG?AvvTxCvCBAA;v115@9gD8ilwwRpC8i0xwRpE8g0R4RpD8glR4wwRpJeAgWG?AvvTxCvCBAA;v115@9gD8R4hlRpC8R4BtglRpE8wwBtRpD8ywglRpJeAgWG?AvujWCPNBAA
JTOZSIO,5,TIJSOO;TIJZOO,Z;S,v115@9gD8zhRpC8ywR4RpE8i0RpD8wwR4g0RpJeAgWGAvvT?xCP+AAA;v115@9gD8zhRpC8BtywRpE8i0RpD8Btwwg0RpJeAgWGAvfj?xCP+AAA;v115@9gD8zhRpC8Bti0RpE8ywRpD8Btwwg0RpJeAgWGAvuz?PCP+AAA;v115@9gD8zhRpC8ywBtRpE8Rpi0D8wwRpBtg0JeAgWGAvfj?xCP+AAA;v115@9gD8zhRpC8ywAtg0RpE8Btg0RpD8wwAth0RpJeAgWG?AvfjxCP+AAA
OJTOSLZ,6,TLJZOO;TLJSOO,S;Z,v115@9gD8R4RphlC8R4g0RpwwglE8g0RpxwD8h0RpwwglJe?AgWGAvu/VCPNBAA;v115@9gD8R4hlRpC8R4g0wwglRpE8g0xwRpD8h0wwglRpJe?AgWGAv/VWCPNBAA;v115@9gD8wwilRpC8xwglBtRpE8Rpi0D8wwRpBtg0JeAgWG?AvfjxCvCBAA;v115@9gD8wwilRpC8xwglR4RpE8i0RpD8wwR4g0RpJeAgWG?AvvTxCvCBAA;v115@9gD8wwRpilC8xwRpglR4E8Rpi0D8wwRpR4g0JeAgWG?AvvTxCvCBAA;v115@9gD8ilwwRpC8i0xwRpE8g0R4RpD8glR4wwRpJeAgWG?AvvTxCvCBAA
OJTSOLZ,6,TLJZOO;TLJSOO,S;Z,v115@9gD8R4RphlC8R4g0RpwwglE8g0RpxwD8h0RpwwglJe?AgWGAvu/VCPNBAA;v115@9gD8R4hlRpC8R4g0wwglRpE8g0xwRpD8h0wwglRpJe?AgWGAv/VWCPNBAA;v115@9gD8wwilRpC8xwglBtRpE8Rpi0D8wwRpBtg0JeAgWG?AvfjxCvCBAA;v115@9gD8wwilRpC8xwglR4RpE8i0RpD8wwR4g0RpJeAgWG?AvvTxCvCBAA;v115@9gD8wwRpilC8xwRpglR4E8Rpi0D8wwRpR4g0JeAgWG?AvvTxCvCBAA;v115@9gD8ilwwRpC8i0xwRpE8g0R4RpD8glR4wwRpJeAgWG?AvvTxCvCBAA
OJTSLOZ,7,TLJZOO;TLJSOO,S;Z,v115@9gD8R4RphlC8R4g0RpwwglE8g0RpxwD8h0RpwwglJe?AgWGAvu/VCPNBAA;v115@9gD8R4hlRpC8R4g0wwglRpE8g0xwRpD8h0wwglRpJe?AgWGAv/VWCPNBAA;v115@9gD8wwilRpC8xwglBtRpE8Rpi0D8wwRpBtg0JeAgWG?AvfjxCvCBAA;v115@9gD8wwilRpC8xwglR4RpE8i0RpD8wwR4g0RpJeAgWG?AvvTxCvCBAA;v115@9gD8wwRpilC8xwRpglR4E8Rpi0D8wwRpR4g0JeAgWG?AvvTxCvCBAA;v115@9gD8ilwwRpC8i0xwRpE8g0R4RpD8glR4wwRpJeAgWG?AvvTxCvCBAA;v115@9gD8wwRpQ4hlC8xwRpR4glE8Rpg0Q4glD8wwRpi0Je?AgWGAK3TWCUHBAA
TJOSZTL,12,TTJSZO;TTLJSZ;TTLJZO;TTLJSO,L;O;S;Z,v115@9gD8ywilC8BtxwglRpE8xwg0RpD8Btwwi0JeAgWGAK?HmFDsOBAA;v115@9gD8R4wwilC8R4xwglRpE8xwg0RpD8ywi0JeAgWGAq?+ytC0CBAA;v115@9gD8R4BtRpC8R4ywRpE8xwi0D8ywBtg0JeAgWGA0vy?tC0XBAA;v115@9gD8R4ilwwC8R4g0RpxwE8g0RpxwD8h0glywJeAgWG?A0vKxCzCBAA;v115@9gD8xwBtRpC8ywR4RpE8R4i0D8ywBtg0JeAgWGAK3T?xC0XBAA;v115@9gD8ywilC8BtxwRpg0E8xwRpg0D8Btwwglh0JeAgWG?AKHmFD0CBAA;v115@9gD8ywilC8BtxwglR4E8xwi0D8BtwwR4g0JeAgWGAq?+jFDsOBAA;v115@9gD8R4wwilC8R4xwglAtg0E8xwBtg0D8ywAth0JeAg?WGA0fLuC0CBAA;v115@9gD8R4ilwwC8R4g0glAtxwE8g0BtxwD8h0AtywJeAg?WGA0fjxCzCBAA;v115@9gD8zwRpC8ywBtRpE8R4i0D8R4wwBtg0JeAgWGAK3T?xC6OBAA;v115@9gD8ywi0C8BtwwR4RpE8R4wwRpD8Btywg0JeAgWGAU?3jFD0/AAA;v115@9gD8ilywC8i0BtxwE8g0R4xwD8glR4BtwwJeAgWGA0?vjFD0CBAA
TOJSZTJ,7,TTJSZO;TTJJSO;TTJJZO,J;Z;S,v115@9gD8ywi0C8BtxwRpg0E8xwi0D8BtwwRpg0JeAgWGAq?+aFDqOBAA;v115@9gD8ywi0C8Btxwi0E8xwg0RpD8Btwwg0RpJeAgWGAv?/lFDqOBAA;v115@9gD8R4BtRpC8R4ywRpE8xwi0D8ywBtg0JeAgWGA0vy?tC0XBAA;v115@9gD8R4wwi0C8R4g0xwRpE8g0xwRpD8h0ywg0JeAgWG?AUn/wCz/AAA;v115@9gD8xwBtRpC8ywR4RpE8R4i0D8ywBtg0JeAgWGAK3T?xC0XBAA;v115@9gD8ywi0C8Btxwi0E8xwRpg0D8BtwwRpg0JeAgWGAv?uPFD0/AAA;v115@9gD8ywi0C8BtwwR4RpE8R4wwRpD8Btywg0JeAgWGAU?3jFD0/AAA
TJOZSTL,10,TTJSZO;TTLJSZ;TTLJZO;TTLJSO,L;O;S;Z,v115@9gD8ywilC8BtxwglRpE8xwg0RpD8Btwwi0JeAgWGAK?HmFDsOBAA;v115@9gD8R4wwilC8R4xwglRpE8xwg0RpD8ywi0JeAgWGAq?+ytC0CBAA;v115@9gD8R4BtRpC8R4ywRpE8xwi0D8ywBtg0JeAgWGA0vy?tC0XBAA;v115@9gD8R4ilwwC8R4g0RpxwE8g0RpxwD8h0glywJeAgWG?A0vKxCzCBAA;v115@9gD8xwBtRpC8ywR4RpE8R4i0D8ywBtg0JeAgWGAK3T?xC0XBAA;v115@9gD8ywilC8BtxwRpg0E8xwRpg0D8Btwwglh0JeAgWG?AKHmFD0CBAA;v115@9gD8ywilC8BtxwglR4E8xwi0D8BtwwR4g0JeAgWGAq?+jFDsOBAA;v115@9gD8R4wwilC8R4xwglAtg0E8xwBtg0D8ywAth0JeAg?WGA0fLuC0CBAA;v115@9gD8R4ilwwC8R4g0glAtxwE8g0BtxwD8h0AtywJeAg?WGA0fjxCzCBAA;v115@9gD8ilywC8i0R4xwE8g0BtxwD8glR4BtwwJeAgWGA0?fLuC0CBAA
TOJZSTJ,7,TTJSZO;TTJJSO;TTJJSZ;TTJJZO,J;Z;O;S,v115@9gD8ywi0C8BtxwRpg0E8xwi0D8BtwwRpg0JeAgWGAq?+aFDqOBAA;v115@9gD8ywi0C8Btxwi0E8xwg0RpD8Btwwg0RpJeAgWGAv?/lFDqOBAA;v115@9gD8R4BtRpC8R4ywRpE8xwi0D8ywBtg0JeAgWGA0vy?tC0XBAA;v115@9gD8R4wwi0C8R4g0xwRpE8g0xwRpD8h0ywg0JeAgWG?AUn/wCz/AAA;v115@9gD8xwBtRpC8ywR4RpE8R4i0D8ywBtg0JeAgWGAK3T?xC0XBAA;v115@9gD8ywi0C8Btxwi0E8xwRpg0D8BtwwRpg0JeAgWGAv?uPFD0/AAA;v115@9gD8g0ywR4C8i0wwR4wwE8g0BtxwD8i0BtwwJeAgWG?A0fLuC0/AAA
OJTSLZO,7,TLJSZO;TLJZOO;TLJSOO,O;S;Z,v115@9gD8R4RphlC8R4g0RpwwglE8g0RpxwD8h0RpwwglJe?AgWGAvu/VCPNBAA;v115@9gD8R4hlRpC8R4g0wwglRpE8g0xwRpD8h0wwglRpJe?AgWGAv/VWCPNBAA;v115@9gD8wwilRpC8xwglBtRpE8Rpi0D8wwRpBtg0JeAgWG?AvfjxCvCBAA;v115@9gD8wwilRpC8xwglR4RpE8i0RpD8wwR4g0RpJeAgWG?AvvTxCvCBAA;v115@9gD8wwRpilC8xwRpglR4E8Rpi0D8wwRpR4g0JeAgWG?AvvTxCvCBAA;v115@9gD8RpBthlC8i0wwBtglE8g0xwR4D8RpwwR4glJeAg?WGA0vTWCaHBAA;v115@9gD8wwRpQ4hlC8xwRpR4glE8Rpg0Q4glD8wwRpi0Je?AgWGAK3TWCUHBAA
OJTLJZO,8,TLJJZO;TLJJOO;TLJZOO,O;Z;J,v115@9gD8wwi0RpC8ywglg0RpE8i0RpD8ilg0RpJeAgWGAv?vKxCs/AAA;v115@9gD8ywi0C8Btwwilg0E8i0RpD8Btglg0RpJeAgWGAv?fjWCqOBAA;v115@9gD8wwilRpC8xwglBtRpE8Rpi0D8wwRpBtg0JeAgWG?AvfjxCvCBAA;v115@9gD8i0glRpC8ywg0glRpE8Rpi0D8wwRphlg0JeAgWG?Av/DxCv/AAA;v115@9gD8i0RpglC8ywg0ilE8Rpi0D8wwTpg0JeAgWGAv/V?WCKHBAA;v115@9gD8TphlC8i0RpwwglE8h0ywD8Rpi0glJeAgWGAq+a?PCMHBAA;v115@9gD8Rpgli0C8i0ywg0E8g0glwwRpD8RphlRpJeAgWG?AvuPPCMHBAA;v115@9gD8wwg0BtRpC8ywh0RpE8h0BtglD8i0ilJeAgWGAq?OMgCqXBAA
OJTLJOZ,12,TLJJZO;TLJJOO;TLJZOO;TJJZOO,O;Z;J;L,v115@9gD8wwi0RpC8ywglg0RpE8i0RpD8ilg0RpJeAgWGAv?vKxCs/AAA;v115@9gD8ywi0C8Btwwilg0E8i0RpD8Btglg0RpJeAgWGAv?fjWCqOBAA;v115@9gD8wwilRpC8xwglBtRpE8Rpi0D8wwRpBtg0JeAgWG?AvfjxCvCBAA;v115@9gD8i0glRpC8ywg0glRpE8Rpi0D8wwRphlg0JeAgWG?Av/DxCv/AAA;v115@9gD8i0ilC8ywg0glRpE8Rpg0RpD8wwRpi0JeAgWGAK?3KxCs/AAA;v115@9gD8wwg0BtRpC8xwi0RpE8Rpi0D8wwRpBtg0JeAgWG?Av/dgCqXBAA;v115@9gD8i0RpglC8ywg0ilE8Rpi0D8wwTpg0JeAgWGAv/V?WCKHBAA;v115@9gD8TphlC8i0RpwwglE8h0ywD8Rpi0glJeAgWGAq+a?PCMHBAA;v115@9gD8Rpgli0C8i0ywg0E8g0glwwRpD8RphlRpJeAgWG?AvuPPCMHBAA;v115@9gD8wwg0BtRpC8ywh0RpE8h0BtglD8i0ilJeAgWGAq?OMgCqXBAA;v115@9gD8l0C8ywg0Rpg0E8TpglD8wwRpilJeAgWGAv/LgC?qOBAA;v115@9gD8i0Rpg0C8ywg0Rpg0E8RpilD8wwRpglh0JeAgWG?Av/TPCvOBAA
OJTLOJZ,12,TLJJZO;TLJJOO;TLJZOO;TJJZOO,O;Z;J;L,v115@9gD8wwi0RpC8ywglg0RpE8i0RpD8ilg0RpJeAgWGAv?vKxCs/AAA;v115@9gD8ywi0C8Btwwilg0E8i0RpD8Btglg0RpJeAgWGAv?fjWCqOBAA;v115@9gD8wwilRpC8xwglBtRpE8Rpi0D8wwRpBtg0JeAgWG?AvfjxCvCBAA;v115@9gD8i0glRpC8ywg0glRpE8Rpi0D8wwRphlg0JeAgWG?Av/DxCv/AAA;v115@9gD8i0ilC8ywg0glRpE8Rpg0RpD8wwRpi0JeAgWGAK?3KxCs/AAA;v115@9gD8wwg0BtRpC8xwi0RpE8Rpi0D8wwRpBtg0JeAgWG?Av/dgCqXBAA;v115@9gD8i0RpglC8ywg0ilE8Rpi0D8wwTpg0JeAgWGAv/V?WCKHBAA;v115@9gD8wwg0hlRpC8ywh0RpE8h0glRpD8i0glRpJeAgWG?AvvKxCqCBAA;v115@9gD8g0ywRpC8i0hlRpE8g0wwglRpD8i0glRpJeAgWG?Av/LgC0/AAA;v115@9gD8wwi0RpC8ywhlRpE8h0glRpD8i0glRpJeAgWGAv?OMgCq/AAA;v115@9gD8wwg0BtRpC8ywh0RpE8h0BtglD8i0ilJeAgWGAq?OMgCqXBAA;v115@9gD8l0C8ywg0Rpg0E8TpglD8wwRpilJeAgWGAv/LgC?qOBAA
OJTOLJZ,11,TLJJZO;TLJJOO;TLJZOO;TJJZOO,O;Z;J;L,v115@9gD8wwi0RpC8ywglg0RpE8i0RpD8ilg0RpJeAgWGAv?vKxCs/AAA;v115@9gD8ywi0C8Btwwilg0E8i0RpD8Btglg0RpJeAgWGAv?fjWCqOBAA;v115@9gD8wwilRpC8xwglBtRpE8Rpi0D8wwRpBtg0JeAgWG?AvfjxCvCBAA;v115@9gD8i0glRpC8ywg0glRpE8Rpi0D8wwRphlg0JeAgWG?Av/DxCv/AAA;v115@9gD8i0ilC8ywg0glRpE8Rpg0RpD8wwRpi0JeAgWGAK?3KxCs/AAA;v115@9gD8wwg0BtRpC8xwi0RpE8Rpi0D8wwRpBtg0JeAgWG?Av/dgCqXBAA;v115@9gD8i0RpglC8ywg0ilE8Rpi0D8wwTpg0JeAgWGAv/V?WCKHBAA;v115@9gD8wwg0hlRpC8ywh0RpE8h0glRpD8i0glRpJeAgWG?AvvKxCqCBAA;v115@9gD8g0ywRpC8i0hlRpE8g0wwglRpD8i0glRpJeAgWG?Av/LgC0/AAA;v115@9gD8wwi0RpC8ywhlRpE8h0glRpD8i0glRpJeAgWGAv?OMgCq/AAA;v115@9gD8i0ilC8ywg0Rpg0E8Tpg0D8wwRpglh0JeAgWGAv?vKxCqCBAA
